,caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
85,166827046,0.974273403397983,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1944,76,75 - 84,Male,Divorced,Retired,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,53546,Wisconsin,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Hardly at all,Roman Catholic,Seldom,No,Not too important,Seldom,13
86,206325778,1.05671264404915,Definitely the rightful winner,Entirely legitimate,Joe Biden,1990,30,25 - 34,Female,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Did not vote for President,19428,Pennsylvania,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
87,330067318,0.853830665451112,Definitely the rightful winner,Entirely legitimate,Donald Trump,1972,48,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Republican,Not very strong Republican,Hillary Clinton,60126,Illinois,Moderate; middle of the road,Master's degree,No,White,Yes,Only now and then,Roman Catholic,Never,No,Not at all important,Never,13
88,168043981,2.20314273120635,Definitely the rightful winner,Entirely legitimate,Joe Biden,2002,18,18 - 24,Male,Never married,Student,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,33809,Florida,Slightly liberal,Some college,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
89,130441882,1.37352740269919,Definitely the rightful winner,Entirely legitimate,Joe Biden,1978,42,35 - 44,Female,Married,Full-time,Prefer not to say,Independent,Not sure,Donald Trump,19808,Delaware,Moderate; middle of the road,Master's degree,No,White,Yes,Some of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,13
90,208401565,0.973423958548125,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Female,Married,Homemaker,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,18974,Pennsylvania,Very liberal,Master's degree,No,White,Yes,Most of the time,Nothing in particular,Once or twice a month,No,Somewhat important,Seldom,13
91,421611256,1.34713735015967,Probably the rightful winner,Somewhat legitimate,,1975,45,45 - 54,Male,Married,Full-time,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,21046,Maryland,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Once or twice a month,Yes,Somewhat important,Several times a day,13
92,6282718,0.45165161288923,Definitely the rightful winner,Entirely legitimate,Joe Biden,1976,44,35 - 44,Male,Never married,Full-time,"$200,000 - $249,999",Democrat,Not very strong Democrat,Gary Johnson,7002,New Jersey,Slightly liberal,Bachelor's degree,No,White,Yes,Most of the time,Roman Catholic,Once or twice a month,No,Somewhat important,Once a week,13
93,34003546,0.767331063340229,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1957,63,55 - 64,Female,Never married,Permanently disabled,Prefer not to say,Independent,Lean Republican,Did not vote for President,87108,New Mexico,Somewhat conservative,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Don't know,No,Somewhat important,Don't know,13
94,166105030,1.17080717994794,Definitely the rightful winner,Entirely legitimate,Joe Biden,1983,37,35 - 44,Male,Divorced,Full-time,"$30,000 - $39,999",Independent,Independent,Donald Trump,52403,Iowa,Moderate; middle of the road,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
95,136528120,0.896364637415339,Definitely the rightful winner,Entirely legitimate,Joe Biden,1978,42,35 - 44,Male,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,6029,Connecticut,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
96,40870399,1.20316705666853,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1963,57,55 - 64,Female,Married,Retired,Prefer not to say,Independent,Independent,Donald Trump,97439,Oregon,Slightly conservative,High school diploma or the equivalent (GED),Yes,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,A few times a week,13
97,197542561,1.2039327269154,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1944,76,75 - 84,Female,Married,Retired,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,30127,Georgia,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,More than once a week,Yes,Very important,Several times a day,13
98,183124096,0.948079217238584,Definitely the rightful winner,Entirely legitimate,Joe Biden,1994,26,25 - 34,Female,Married,Full-time,"$50,000 - $59,999",Democrat,Not very strong Democrat,Hillary Clinton,60153,Illinois,Moderate; middle of the road,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Seldom,No,Very important,Several times a day,13
99,223489069,0.840579263307686,Definitely the rightful winner,Entirely legitimate,Joe Biden,1999,21,18 - 24,Male,Never married,Student,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,97219,Oregon,Very liberal,Some college,No,Multi-racial,Yes,Most of the time,Nothing in particular,Seldom,No,Somewhat important,A few times a week,13
100,212459458,1.03323706141189,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Male,Domestic / civil partnership,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,92688,California,Somewhat liberal,Bachelor's degree,No,Other,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,13
101,222891685,0.7255997682185,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1999,21,18 - 24,Male,Never married,Student,"$50,000 - $59,999",Republican,Strong Republican,Did not vote for President,46142,Indiana,Very conservative,Some college,No,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,Never,13
102,327549670,1.01611905765076,Probably not the rightful winner,Not very legitimate,Donald Trump,1958,62,55 - 64,Male,Widowed,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,85359,Washington,Very conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Seldom,Yes,Somewhat important,Once a day,13
103,58974064,1.19801950782533,Probably the rightful winner,Somewhat legitimate,Donald Trump,1977,43,35 - 44,Male,Married,Full-time,"$150,000 - $199,999",Republican,Strong Republican,Donald Trump,85119,Arizona,Very conservative,Professional or doctorate degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
104,222897613,0.985631149722262,Definitely the rightful winner,Entirely legitimate,,1990,30,25 - 34,Female,Married,Homemaker,"$80,000 - $99,999",Democrat,Not very strong Democrat,Did not vote for President,95035,California,Moderate; middle of the road,Bachelor's degree,No,Asian/Pacific Islander,No,Some of the time,Hindu,A few times a year,No,Somewhat important,Once a day,13
105,148169653,1.07536363590763,Definitely the rightful winner,Entirely legitimate,Joe Biden,1959,61,55 - 64,Female,Domestic / civil partnership,Part-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,32162,Florida,Very liberal,Associate's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,13
106,207237625,0.745579075000695,Definitely the rightful winner,Entirely legitimate,Joe Biden,1949,71,65 - 74,Female,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,81211,Colorado,Somewhat liberal,Some college,No,White,Yes,Some of the time,Nothing in particular,Seldom,No,Not at all important,Seldom,13
107,421257934,0.764701157922805,Definitely the rightful winner,Not very legitimate,Donald Trump,1979,41,35 - 44,Female,Divorced,Full-time,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,36613,Alabama,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Don't know,Nothing in particular,Never,No,Very important,Don't know,13
108,133355068,1.30841349300455,Probably the rightful winner,Somewhat legitimate,Donald Trump,1964,56,55 - 64,Female,Married,Homemaker,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,1609,Massachusetts,Somewhat conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Once a week,Yes,Very important,Several times a day,13
109,158526868,0.962559376276152,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Female,Widowed,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,52349,Iowa,Somewhat liberal,Master's degree,No,White,Yes,Most of the time,Protestant,Once a week,No,Very important,Once a week,13
110,363868060,0.484857993681257,Probably the rightful winner,Entirely legitimate,Someone else,1985,35,35 - 44,Male,Divorced,Full-time,"$50,000 - $59,999",Independent,Independent,Gary Johnson,27889,North Carolina,Moderate; middle of the road,Associate's degree,No,White,Yes,Some of the time,Protestant,Once or twice a month,Yes,Somewhat important,A few times a week,13
111,53595832,0.816887403830964,Definitely the rightful winner,Entirely legitimate,,1959,61,55 - 64,Male,Never married,Part-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,6460,Connecticut,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,No,Most of the time,Roman Catholic,Never,No,Somewhat important,A few times a week,13
112,317892580,0.838047653496065,Probably the rightful winner,Entirely legitimate,,1979,41,35 - 44,Female,Never married,Full-time,"$30,000 - $39,999",Not sure,Not sure,Did not vote for President,20745,Maryland,Somewhat liberal,Associate's degree,No,Black or African American,Don't know,Don't know,Nothing in particular,Never,No,Not too important,A few times a week,13
113,207287239,0.89186116015944,Definitely the rightful winner,Entirely legitimate,Joe Biden,1945,75,75 - 84,Female,Divorced,Temporarily laid off,"$30,000 - $39,999",Democrat,Not very strong Democrat,Hillary Clinton,94107,California,Somewhat liberal,Some college,No,Asian/Pacific Islander,Yes,Some of the time,Protestant,Never,No,Not at all important,Seldom,13
114,155524279,0.723122646200961,Definitely not the rightful winner,Not very legitimate,Donald Trump,1949,71,65 - 74,Female,Married,Retired,Prefer not to say,Republican,Strong Republican,Did not vote for President,44310,Ohio,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Protestant,Seldom,No,Not too important,A few times a week,13
115,204655576,0.436055648840785,Probably the rightful winner,Entirely legitimate,Someone else,1957,63,55 - 64,Female,Widowed,Retired,"$20,000 - $29,999",Independent,Independent,Other,30132,Tennessee,Very conservative,Bachelor's degree,No,American Indian or Alaska Native,Yes,Most of the time,Protestant,Seldom,Yes,Very important,Several times a day,13
116,35535724,0.941946616546689,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1949,71,65 - 74,Female,Married,Permanently disabled,Prefer not to say,Republican,Strong Republican,Donald Trump,45420,Ohio,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Once a week,Yes,Very important,A few times a week,13
117,36526378,0.828233121733534,Definitely the rightful winner,Entirely legitimate,Someone else,1979,41,35 - 44,Male,Never married,Unemployed,Prefer not to say,Other,Independent,Did not vote for President,93534,California,Moderate; middle of the road,Some college,Yes,Multi-racial,Yes,Hardly at all,Nothing in particular,Never,No,Not at all important,Never,13
118,7497055,1.2039327269154,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1951,69,65 - 74,Female,Divorced,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,40014,Kentucky,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Never,No,Not too important,Several times a day,13
119,36734851,0.705710381647435,Definitely the rightful winner,Entirely legitimate,Joe Biden,1953,67,65 - 74,Female,Married,Homemaker,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,46405,Indiana,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,Once or twice a month,No,Very important,Several times a day,13
120,164377795,0.933483895821011,Definitely the rightful winner,Entirely legitimate,Joe Biden,1967,53,45 - 54,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,31087,Georgia,Slightly liberal,Professional or doctorate degree,No,Black or African American,Yes,Some of the time,Protestant,Once or twice a month,Yes,Very important,Several times a day,13
121,189085810,0.896364637415339,Definitely the rightful winner,Entirely legitimate,Joe Biden,1976,44,35 - 44,Male,Married,Full-time,"$150,000 - $199,999",Democrat,Not very strong Democrat,Hillary Clinton,35226,Alabama,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Protestant,Once a week,No,Very important,A few times a week,13
122,133572424,1.01979525077715,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Male,Never married,Temporarily laid off,"$100,000 - $119,999",Independent,Lean Democrat,Did not vote for President,90049,California,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Agnostic,Never,No,Not too important,Seldom,13
123,134081653,0.797217352477054,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,7002,New Jersey,Somewhat liberal,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Roman Catholic,Never,No,Somewhat important,A few times a week,13
124,201734338,0.749310262582228,Definitely not the rightful winner,Not very legitimate,,1989,31,25 - 34,Female,Domestic / civil partnership,Full-time,"$10,000 - $19,999",Not sure,Not sure,Did not vote for President,68117,Nebraska,Moderate; middle of the road,Associate's degree,Yes,Hispanic/Latino/Chicano/a,No,Only now and then,Roman Catholic,Once or twice a month,Yes,Not at all important,Once a day,13
