caseid,weight,biden_winner,legit_result,pres_vote,birthyr,age,age9,gender,marstat,child18,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,ideo7,educ7,hispanic,ethnicity,votereg,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,wave
140848342,1.63143331128306,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1957,63,55 - 64,Female,Married,No,Retired,"$40,000 - $49,999",Not sure,Independent,Did not vote for President,78577,Texas,Somewhat conservative,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Protestant,More than once a week,Yes,Very important,Several times a day,14
209244877,1.18673191043034,Probably not the rightful winner,Not very legitimate,Donald Trump,1948,72,65 - 74,Female,Married,No,Retired,"$30,000 - $39,999",Independent,Independent,Donald Trump,65355,Missouri,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Somewhat important,Seldom,14
161616721,0.793746723057456,Definitely the rightful winner,Entirely legitimate,Joe Biden,1993,27,25 - 34,Female,Domestic / civil partnership,No,Homemaker,Prefer not to say,Independent,Lean Democrat,Did not vote for President,87121,New Mexico,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Nothing in particular,Never,No,Not at all important,Never,14
366342832,0.843477253414609,Probably the rightful winner,Entirely legitimate,,1986,34,25 - 34,Female,Divorced,No,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,63801,Missouri,Slightly liberal,High school diploma or the equivalent (GED),No,White,No,Some of the time,Protestant,Seldom,Yes,Somewhat important,Several times a day,14
203110876,0.966941024514252,Definitely the rightful winner,Entirely legitimate,Joe Biden,1950,70,65 - 74,Female,Domestic / civil partnership,No,Full-time,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,60628,Illinois,Somewhat liberal,Some college,No,Black or African American,Yes,Most of the time,Protestant,A few times a year,Yes,Very important,Once a day,14
142180915,1.56975458799328,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1956,64,55 - 64,Female,Married,No,Retired,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,34480,Florida,Moderate; middle of the road,Some college,No,White,Yes,Only now and then,Nothing in particular,Never,No,Not too important,Seldom,14
203970853,1.11421276857645,Definitely not the rightful winner,Not legitimate at all,Donald Trump,2000,20,18 - 24,Female,Never married,No,Homemaker,"$20,000 - $29,999",Republican,Strong Republican,Did not vote for President,24651,Virginia,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Don't know,Nothing in particular,Never,No,Not too important,A few times a month,14
188140102,1.16417938040219,Definitely the rightful winner,Entirely legitimate,Joe Biden,1963,57,55 - 64,Female,Domestic / civil partnership,No,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,36613,Alabama,Somewhat liberal,Bachelor's degree,No,Black or African American,Yes,Only now and then,Protestant,Never,No,Somewhat important,Several times a day,14
317466670,1.43969943587364,Definitely not the rightful winner,Not legitimate at all,,1964,56,55 - 64,Male,Married,No,Full-time,"$150,000 - $199,999",Republican,Strong Republican,Donald Trump,87507,New Mexico,Very conservative,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,Most of the time,Roman Catholic,Once a week,Yes,Very important,Once a day,14
156729010,1.14830918751889,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1957,63,55 - 64,Male,Married,No,Retired,Prefer not to say,Independent,Independent,Donald Trump,37076,Tennessee,Somewhat conservative,Bachelor's degree,Yes,White,Yes,Most of the time,Protestant,Seldom,No,Not too important,Seldom,14
132920446,0.590102248547713,Definitely the rightful winner,Entirely legitimate,Joe Biden,1935,85,85 or older,Male,Married,No,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,60419,Illinois,Moderate; middle of the road,High school diploma or the equivalent (GED),No,Black or African American,Yes,Most of the time,Protestant,Seldom,No,Very important,A few times a week,14
214826422,0.539750584377756,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Female,Married,Yes,Full-time,"$70,000 - $79,999",Independent,Independent,Hillary Clinton,80908,Colorado,Moderate; middle of the road,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,Some of the time,Protestant,Once a week,Yes,Very important,Several times a day,14
140428609,1.14005574392563,Definitely the rightful winner,Entirely legitimate,Joe Biden,1963,57,55 - 64,Male,Married,No,Unemployed,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,31415,Georgia,Moderate; middle of the road,Some college,No,Black or African American,Yes,Some of the time,Nothing in particular,Once a week,Yes,Very important,A few times a week,14
421257934,0.975063597882693,Probably the rightful winner,Somewhat legitimate,Donald Trump,1979,41,35 - 44,Female,Divorced,Yes,Full-time,"$20,000 - $29,999",Democrat,Strong Democrat,Did not vote for President,36613,Alabama,Somewhat conservative,Some college,No,Asian/Pacific Islander,Yes,Most of the time,Nothing in particular,Never,No,Very important,Don't know,14
339908434,1.51281651079576,Definitely the rightful winner,Entirely legitimate,,1992,28,25 - 34,Female,Married,Yes,Homemaker,"Less than $10,000",Independent,Independent,Did not vote for President,76112,Texas,Slightly liberal,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,No,Most of the time,Roman Catholic,Never,Yes,Somewhat important,Seldom,14
123007048,0.961780694935152,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1948,72,65 - 74,Female,Married,No,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,97535,Oregon,Somewhat conservative,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not too important,A few times a month,14
36521863,1.10878568471968,Probably not the rightful winner,Not very legitimate,Donald Trump,1954,66,65 - 74,Male,Married,No,Retired,"$100,000 - $119,999",Republican,Strong Republican,Donald Trump,11234,New York,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Seldom,No,Somewhat important,Seldom,14
214600936,0.657598398637343,Definitely the rightful winner,Entirely legitimate,Joe Biden,2001,19,18 - 24,Female,Never married,No,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,2472,Massachusetts,Very liberal,Some college,No,White,Yes,Most of the time,Buddhist,Never,No,Not at all important,Never,14
195555238,1.17328061637993,Probably the rightful winner,Somewhat legitimate,Donald Trump,1964,56,55 - 64,Male,Married,No,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Donald Trump,16127,Pennsylvania,Very conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Roman Catholic,Never,No,Not at all important,Never,14
308466880,0.737328965333164,Definitely the rightful winner,Somewhat legitimate,,1986,34,25 - 34,Female,Never married,No,Part-time,Prefer not to say,Independent,Independent,Did not vote for President,73069,Oklahoma,Moderate; middle of the road,Some college,No,White,Yes,Hardly at all,Nothing in particular,Never,No,Not at all important,Seldom,14
51939646,0.79588202081345,Definitely the rightful winner,Entirely legitimate,Joe Biden,1960,60,55 - 64,Male,Married,No,Full-time,"$150,000 - $199,999",Democrat,Strong Democrat,Hillary Clinton,43215,Ohio,Slightly liberal,Master's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
33267208,0.803274437820169,Definitely the rightful winner,Entirely legitimate,Joe Biden,1937,83,75 - 84,Male,Widowed,No,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,21782,Maryland,Slightly liberal,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Protestant,A few times a year,No,Not too important,Once a day,14
211421077,1.30709022087712,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1976,44,35 - 44,Female,Married,Yes,Homemaker,"$60,000 - $69,999",Independent,Lean Republican,Donald Trump,17980,Pennsylvania,Slightly conservative,Professional or doctorate degree,No,Other,Yes,Only now and then,Nothing in particular,Once or twice a month,No,Very important,Several times a day,14
143265442,0.381838593086265,Definitely the rightful winner,Entirely legitimate,Joe Biden,1979,41,35 - 44,Male,Married,No,Full-time,"$100,000 - $119,999",Independent,Independent,Evan McMullin,60640,Illinois,Moderate; middle of the road,Bachelor's degree,No,White,Yes,Most of the time,Jewish,Seldom,No,Somewhat important,Seldom,14
200672899,0.916850845069045,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Male,Married,No,Full-time,"$70,000 - $79,999",Independent,Not sure,Did not vote for President,34689,Florida,Slightly conservative,Associate's degree,No,White,Yes,Most of the time,Protestant,Once or twice a month,Yes,Very important,A few times a week,14
340756744,2.07479334870363,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Female,Divorced,No,Retired,"$50,000 - $59,999",Democrat,Strong Democrat,Did not vote for President,10001,New York,Somewhat liberal,Master's degree,No,Hispanic/Latino/Chicano/a,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
131522053,1.17328061637993,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1962,58,55 - 64,Male,Divorced,No,Permanently disabled,"Less than $10,000",Independent,Independent,Donald Trump,23451,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,White,Yes,Most of the time,Something else,More than once a week,No,Very important,Several times a day,14
186026557,3.54376832262382,Probably the rightful winner,Somewhat legitimate,,1980,40,35 - 44,Male,Never married,No,Full-time,"Less than $10,000",Independent,Independent,Did not vote for President,23669,Virginia,Moderate; middle of the road,High school diploma or the equivalent (GED),Yes,American Indian or Alaska Native,Yes,Some of the time,Something else,Never,No,Not too important,Never,14
212398804,1.21328209412682,Definitely not the rightful winner,Not legitimate at all,,1993,27,25 - 34,Female,Never married,No,Homemaker,Prefer not to say,Independent,Lean Republican,Did not vote for President,33314,Florida,Moderate; middle of the road,Some college,Yes,Black or African American,Yes,Hardly at all,Nothing in particular,Never,Yes,Very important,Don't know,14
6110437,0.996785488907852,Definitely the rightful winner,Entirely legitimate,Joe Biden,1969,51,45 - 54,Female,Married,No,Full-time,"$200,000 - $249,999",Democrat,Strong Democrat,Hillary Clinton,22315,Virginia,Somewhat liberal,Bachelor's degree,No,White,Yes,Most of the time,Atheist,Never,No,Not at all important,Never,14
160205317,0.809086246956185,Definitely not the rightful winner,Not legitimate at all,,1980,40,35 - 44,Female,Married,Yes,Part-time,"$20,000 - $29,999",Independent,Independent,Did not vote for President,37659,Tennessee,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Nothing in particular,Never,No,Somewhat important,Never,14
160329160,0.329989274757149,Definitely the rightful winner,Entirely legitimate,Someone else,1967,53,45 - 54,Male,Never married,No,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Did not vote for President,43224,Ohio,Slightly conservative,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Something else,Never,No,Not at all important,Never,14
195649789,0.831557005842137,Definitely the rightful winner,Entirely legitimate,Joe Biden,1989,31,25 - 34,Male,Never married,Yes,Full-time,"$40,000 - $49,999",Democrat,Not very strong Democrat,Did not vote for President,19462,Pennsylvania,Slightly liberal,Bachelor's degree,No,Asian/Pacific Islander,Yes,Most of the time,Protestant,A few times a year,Yes,Somewhat important,A few times a month,14
33491950,0.865942637964102,Definitely the rightful winner,Entirely legitimate,Joe Biden,1951,69,65 - 74,Male,Never married,No,Retired,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,94403,California,Very liberal,Some college,No,White,Yes,Some of the time,Nothing in particular,Never,No,Not at all important,Several times a day,14
148281922,1.0097318914893,Definitely the rightful winner,Entirely legitimate,Joe Biden,1963,57,55 - 64,Female,Married,No,Full-time,"$250,000 - $349,999",Independent,Independent,Hillary Clinton,40513,Kentucky,Moderate; middle of the road,Professional or doctorate degree,No,Asian/Pacific Islander,Yes,Some of the time,Nothing in particular,Seldom,No,Not too important,Seldom,14
461022976,0.687535751216304,Definitely the rightful winner,Entirely legitimate,Joe Biden,1997,23,18 - 24,Female,Never married,No,Full-time,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,46802,Indiana,Very liberal,High school diploma or the equivalent (GED),No,White,Yes,Some of the time,Agnostic,Never,No,Not at all important,Seldom,14
178161400,0.755228907227073,Definitely the rightful winner,Entirely legitimate,Joe Biden,1958,62,55 - 64,Male,Married,No,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Hillary Clinton,18960,Pennsylvania,Moderate; middle of the road,High school diploma or the equivalent (GED),No,White,Yes,Most of the time,Roman Catholic,Never,No,Not at all important,Never,14
181395649,0.645646712701818,Definitely the rightful winner,Entirely legitimate,Joe Biden,1981,39,35 - 44,Male,Never married,No,Permanently disabled,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,21613,Maryland,Slightly liberal,Some college,No,Black or African American,Yes,Some of the time,Protestant,Seldom,No,Very important,Once a day,14
166745530,1.10878568471968,Definitely not the rightful winner,Not legitimate at all,Donald Trump,1950,70,65 - 74,Male,Married,No,Retired,"$50,000 - $59,999",Republican,Not very strong Republican,Donald Trump,19539,Pennsylvania,Somewhat conservative,High school diploma or the equivalent (GED),No,White,Yes,Only now and then,Protestant,Never,No,Somewhat important,Once a day,14
